Category,Image,Sil_5,Sil_10,Sil_20,Sil_30,Sil_40,Sil_50,Sil_60,Sil_80,Sil_100
train,128_1_c1_010458,2,0,19,8,8,31,20,11,73
train,128_1_c1_010459,2,5,5,17,2,0,47,79,87
train,128_1_c1_010460,0,3,6,17,20,0,4,79,1
train,128_1_c1_010461,2,3,4,0,5,29,13,22,94
train,128_1_c1_010485,0,6,14,18,39,36,58,63,92
train,128_1_c5_010462,0,2,8,2,29,14,51,12,0
train,128_1_c5_010463,0,5,5,4,25,34,4,12,28
train,128_1_c5_010464,0,2,15,14,33,11,31,53,10
train,128_1_c5_010465,0,7,9,6,28,16,21,47,63
train,128_1_c5_010466,2,0,18,27,15,27,7,73,77
train,128_1_c5_010467,2,3,4,0,5,29,13,22,94
train,128_1_c5_010468,0,5,9,4,34,37,33,76,70
train,128_1_c5_010469,4,1,7,19,4,7,30,15,35
train,128_1_c5_010470,0,2,15,14,20,11,31,33,22
train,128_1_c5_010471,1,6,13,7,24,2,38,13,98
train,128_1_c5_010472,2,3,5,17,2,0,47,79,69
train,128_1_c5_010473,3,4,2,18,39,35,58,63,60
train,128_1_c5_010474,2,3,14,15,36,45,27,7,6
train,128_1_c5_010475,1,7,14,6,6,32,17,18,62
train,128_1_c5_010476,3,4,2,7,16,35,24,1,33
train,128_1_c5_010477,3,4,2,18,16,35,24,1,46
train,128_1_c5_010478,0,2,15,4,34,37,43,58,70
train,128_1_c5_010479,3,4,2,20,19,14,0,66,33
train,128_1_c5_010480,0,2,15,14,29,15,31,33,46
train,128_1_c5_010481,3,8,11,3,16,21,11,62,27
train,128_1_c5_010486,3,4,2,20,16,14,24,1,33
train,128_1_c5_010487,0,7,9,4,34,37,33,76,70
train,128_1_c5_010488,4,1,7,11,11,40,45,20,12
train,128_1_c5_010489,1,3,18,27,19,45,27,27,37
train,128_1_c5_010490,3,8,11,3,22,6,18,59,56
train,128_1_c5_010491,2,5,5,9,23,49,6,68,49
train,128_1_c5_010492,0,6,6,7,17,2,21,13,92
train,128_1_c5_010493,1,9,1,10,17,33,9,28,76
train,128_1_c5_010494,1,7,1,13,17,36,1,78,16
train,128_1_c5_010495,3,3,11,18,5,19,26,36,71
train,128_1_c7_010496,4,9,8,19,30,26,35,70,52
train,128_1_c7_010497,2,5,5,9,25,43,6,37,87
train,128_1_c7_010498,3,3,14,18,39,45,58,63,60
train,128_1_c7_010499,0,4,2,7,16,35,24,1,46
train,128_1_c7_010500,3,4,3,29,22,6,15,8,2
train,128_1_c7_010501,0,5,8,2,30,43,29,64,74
train,128_1_c7_010502,1,6,13,7,24,2,22,13,98
train,128_1_c7_010503,4,1,7,11,11,40,3,5,15
train,128_1_c7_010504,2,5,0,28,28,0,10,0,20
train,128_2_c12_010505,3,4,11,29,22,6,15,8,2
train,128_2_c12_010506,1,9,3,5,37,28,25,4,45
train,128_2_c12_010507,1,4,13,29,18,5,40,45,99
train,117_3_c12_013153,1,7,1,13,1,7,1,15,35
train,123_2_c2_000767,1,9,8,10,30,26,41,28,68
train,123_2_c2_000768,0,3,19,15,19,14,27,66,49
train,123_2_c2_000769,1,4,13,7,18,5,40,6,75
train,123_2_c2_000770,4,1,0,28,14,13,10,32,48
train,123_2_c2_000771,4,7,9,19,4,37,30,5,85
train,123_2_c2_000772,1,9,1,23,1,10,14,19,79
train,123_2_c2_000773,2,5,5,17,2,15,47,68,49
train,123_2_c2_000774,1,6,13,7,24,2,38,13,30
train,123_3_c10_000775,4,7,1,19,4,24,30,48,42
train,123_3_c10_000776,3,3,16,15,35,41,13,16,69
train,123_3_c10_000779,2,0,19,8,8,22,16,72,9
train,123_3_c10_000780,2,0,19,0,8,39,34,14,9
train,123_3_c10_000781,2,3,5,17,28,0,47,79,63
train,123_3_c10_000782,1,4,3,29,18,28,25,4,45
train,123_3_c10_000783,0,4,2,14,10,25,49,51,64
train,123_3_c10_000784,0,2,15,4,33,48,37,33,67
train,123_3_c10_000785,1,7,1,13,9,7,9,28,35
train,123_3_c10_000786,1,9,1,10,17,33,41,28,76
train,123_3_c10_000787,2,3,14,17,28,0,47,79,63
train,123_3_c10_000788,2,0,4,0,8,29,34,72,81
train,123_3_c10_000789,3,4,3,29,18,5,40,29,33
train,123_3_c10_000790,4,7,9,22,13,16,33,21,44
train,123_3_c10_000791,1,6,13,7,24,2,38,13,68
train,123_3_c10_000792,2,5,18,27,15,12,7,23,43
train,123_3_c10_000793,1,6,13,7,24,5,28,6,98
train,123_3_c10_000794,1,4,13,29,18,17,40,6,65
train,123_3_c10_000795,3,3,2,15,19,14,5,66,47
train,123_3_c10_000796,0,5,5,17,25,31,55,2,73
train,123_3_c10_000797,1,9,14,23,1,10,39,10,53
train,123_3_c10_000798,4,9,7,19,4,7,30,5,91
train,123_3_c10_000799,4,9,12,1,32,18,59,43,19
train,123_3_c10_000800,1,6,12,1,32,18,59,43,19
train,123_3_c10_000801,3,4,19,20,8,39,27,14,9
train,123_3_c10_000802,2,0,4,0,8,29,20,72,81
train,123_3_c10_000803,1,6,13,10,9,33,39,4,76
train,123_3_c10_000804,1,9,3,5,37,28,25,4,45
train,123_3_c10_000805,2,5,5,9,14,43,48,64,34
train,123_3_c10_000806,4,1,9,28,14,37,44,5,85
train,123_3_c10_000807,4,1,7,19,4,4,3,67,93
train,123_3_c2_000777,1,7,1,13,1,7,30,15,35
train,123_3_c2_000778,2,5,0,9,27,22,6,69,86
train,123_3_c2_000808,0,2,8,21,29,14,51,46,14
train,123_3_c2_000809,0,2,18,27,29,15,55,65,28
train,123_3_c2_000810,1,6,13,7,24,44,8,44,30
train,123_3_c2_000811,1,7,1,22,1,7,30,15,35
train,123_3_c2_000812,4,1,9,4,34,37,37,5,48
train,123_3_c2_000813,4,1,7,11,11,40,45,20,15
train,123_3_c2_000814,0,2,18,4,34,34,43,23,28
train,123_3_c2_000815,1,6,1,17,25,7,9,15,35
train,123_3_c2_000816,0,5,5,17,25,43,42,47,72
train,123_3_c2_000817,1,4,5,17,2,0,47,79,1
train,123_3_c2_000818,1,6,6,10,9,2,9,13,5
train,123_3_c2_000819,3,8,11,3,22,21,11,38,82
train,123_3_c2_000820,1,7,9,13,17,36,21,47,22
train,123_3_c2_000821,0,2,15,4,29,34,51,12,0
train,123_3_c2_000822,2,0,17,16,5,9,57,41,80
train,123_3_c2_000823,0,6,18,27,15,44,7,73,77
train,123_3_c2_000824,3,8,4,0,5,19,34,41,8
train,123_3_c2_000825,0,2,6,14,33,34,37,33,28
train,123_3_c2_000826,0,2,2,14,10,25,22,51,64
train,123_3_c2_000827,0,2,18,27,15,15,55,65,43
train,123_3_c2_000828,0,2,15,4,34,37,43,74,70
train,123_3_c2_000829,4,5,0,4,34,37,43,76,70
train,123_3_c8_000830,3,3,4,15,36,45,27,27,29
train,123_3_c8_000831,1,9,1,19,4,26,30,19,79
train,123_3_c8_000832,4,0,17,16,26,1,35,39,50
train,123_3_c8_000833,2,5,0,28,26,13,10,32,20
train,123_3_c8_000834,1,4,3,29,18,28,25,4,2
train,123_3_c8_000835,4,1,0,28,27,22,52,30,4
train,123_3_c8_000836,4,1,10,8,27,22,16,34,4
train,123_3_c8_000837,4,0,8,2,12,46,0,3,97
train,123_3_c8_000838,0,2,18,20,29,14,51,73,77
train,123_3_c8_000839,1,7,1,13,17,33,9,28,76
train,123_3_c8_000840,2,3,4,0,23,29,20,68,23
train,124_1_c2_004857,1,9,1,23,1,10,14,48,3
train,124_1_c2_004858,1,9,3,23,37,10,25,45,3
train,124_1_c2_004859,1,6,18,7,24,44,7,44,30
train,124_1_c2_004860,2,9,3,5,37,28,25,49,45
train,124_1_c2_004861,0,2,8,2,29,26,54,19,36
train,124_1_c2_004862,0,4,2,29,10,25,49,51,64
train,124_1_c2_004863,0,2,15,4,34,48,37,74,28
train,124_1_c2_004864,3,4,11,29,22,6,15,8,2
train,124_1_c2_004865,1,9,3,5,38,42,19,57,11
train,124_1_c2_004866,4,5,8,2,38,42,19,57,11
train,124_1_c8_004867,1,7,18,13,25,31,55,2,73
train,124_1_c8_004868,4,1,7,22,30,26,29,56,52
train,124_1_c8_004869,2,0,17,16,5,9,57,41,8
train,124_1_c8_004870,1,6,13,23,17,33,39,4,53
train,124_1_c8_004871,3,3,4,15,35,41,13,16,18
train,124_1_c8_004872,3,3,2,15,36,45,27,27,29
train,124_1_c8_004873,0,2,6,14,20,16,51,53,14
train,124_1_c8_004874,3,0,17,16,5,19,26,41,8
train,124_1_c8_004875,2,6,18,27,15,27,7,23,43
train,124_2_c10_004876,0,2,15,14,33,11,31,53,38
train,124_2_c10_004878,4,1,0,28,27,22,2,56,17
train,124_2_c10_004879,2,5,5,17,28,0,42,15,63
train,124_2_c10_004880,4,1,10,26,21,38,46,61,58
train,124_2_c10_004881,1,6,13,7,2,12,8,50,65
train,124_2_c10_004882,1,7,14,13,17,36,21,78,92
train,124_2_c10_004883,0,2,18,14,29,25,22,24,28
train,124_2_c10_004884,1,6,18,27,15,44,7,73,77
train,124_2_c10_004885,1,4,3,29,18,5,40,4,45
train,124_2_c10_004886,4,1,10,26,21,3,48,61,58
train,124_2_c10_004887,1,9,3,5,9,28,41,70,24
train,124_2_c10_004888,4,9,12,24,0,30,53,52,51
train,124_2_c10_004889,0,2,18,14,29,34,55,24,28
train,124_2_c10_004890,4,1,10,26,21,38,46,40,95
train,124_2_c10_004891,1,6,13,7,24,5,38,13,75
train,124_2_c10_004892,1,9,3,5,37,32,25,36,53
train,124_2_c10_004893,1,9,14,18,39,32,58,63,60
train,124_2_c2_004877,4,9,1,19,4,24,41,70,24
train,124_2_c2_004894,3,4,3,5,37,6,15,49,2
train,124_2_c2_004895,3,4,2,29,16,35,24,59,27
train,124_2_c2_004896,0,2,8,4,29,48,54,74,0
train,124_2_c2_004897,0,2,2,14,10,34,28,24,10
train,124_2_c2_004898,2,5,5,9,23,49,4,65,23
train,124_2_c2_004899,1,9,3,5,37,28,25,70,88
train,124_2_c2_004900,1,4,8,2,12,46,54,34,55
train,124_2_c2_004901,4,9,8,2,4,46,54,34,97
train,124_2_c2_004902,3,4,2,29,16,6,15,59,27
train,124_2_c2_004903,1,9,8,2,30,46,29,19,36
train,124_2_c2_004904,4,1,7,11,11,40,45,20,31
train,124_2_c2_004905,0,5,18,27,15,34,4,12,10
train,124_2_c2_004906,4,1,10,24,0,30,53,52,51
train,124_2_c2_004907,2,3,14,18,6,32,17,18,62
train,117_3_c12_013154,1,7,1,13,1,36,1,78,16
train,122_1_c8_001261,4,1,7,11,11,4,17,18,62
train,122_1_c8_001262,4,1,10,26,21,38,46,40,95
train,122_1_c8_001263,3,3,2,18,5,19,26,36,71
train,122_1_c8_001264,3,8,16,12,31,20,36,42,41
train,122_1_c8_001265,2,0,19,8,8,39,16,11,9
train,122_1_c8_001266,4,1,8,2,30,26,29,19,52
train,122_1_c8_001267,4,9,3,5,37,28,25,49,88
train,122_1_c8_001268,0,3,2,15,16,35,24,1,46
train,122_1_c8_001269,3,4,11,3,22,6,15,77,2
train,122_1_c8_001270,1,4,3,29,18,5,40,29,45
train,122_1_c8_001271,3,4,19,20,12,46,0,77,55
train,122_1_c8_001272,0,6,18,27,15,44,7,23,43
train,122_1_c8_001273,0,3,2,15,36,14,27,66,47
train,122_1_c8_001274,0,2,15,14,7,11,31,33,90
train,122_1_c8_001275,4,7,9,6,6,4,17,18,62
train,122_1_c8_001276,0,2,9,6,6,11,17,18,62
train,122_1_c8_001277,0,2,15,14,33,11,31,33,90
train,122_1_c8_001278,3,8,16,12,31,41,36,42,41
train,122_1_c8_001279,2,5,5,9,36,15,27,65,49
train,122_1_c8_001280,3,3,4,0,35,19,18,27,21
train,122_1_c8_001281,2,0,4,0,8,29,20,72,81
train,122_1_c8_001282,1,9,14,18,6,32,17,36,10
train,122_1_c8_001283,3,4,2,29,16,35,24,1,27
train,122_1_c8_001287,3,4,11,5,22,6,32,49,82
train,122_1_c8_001288,3,8,11,3,16,19,18,77,71
train,122_2_c10_001289,4,1,10,26,21,38,46,40,95
train,122_2_c10_001293,4,1,12,1,32,18,59,17,19
train,122_2_c10_001294,0,3,5,15,36,15,55,65,46
train,122_2_c10_001295,4,7,9,22,13,37,33,76,70
train,122_2_c10_001296,4,9,7,19,4,24,3,70,24
train,122_2_c10_001297,1,6,13,10,9,2,9,50,5
train,122_2_c10_001298,1,6,18,27,15,12,8,44,25
train,122_2_c10_001299,0,7,9,13,13,16,56,47,22
train,122_2_c10_001300,1,9,1,10,9,33,41,28,76
train,122_2_c10_001301,1,6,13,7,18,44,8,44,30
train,122_2_c10_001302,4,1,10,26,14,3,48,61,58
train,122_2_c10_001303,0,2,15,4,34,37,43,76,70
train,122_2_c10_001304,1,4,3,5,37,32,26,36,83
train,122_2_c10_001305,4,1,10,11,11,40,45,71,66
train,122_2_c10_001306,1,9,13,10,9,33,41,28,76
train,122_2_c10_001307,0,2,2,14,10,25,22,51,38
train,122_2_c10_001308,0,2,15,14,33,11,31,33,90
train,122_2_c10_001309,1,6,13,10,9,44,38,55,98
train,122_2_c10_001310,0,2,2,14,29,14,51,9,14
train,122_2_c10_001311,0,5,6,22,29,43,55,64,34
train,122_2_c10_001312,4,1,10,26,21,38,46,40,95
train,122_2_c10_001313,1,4,13,7,24,5,40,6,75
train,122_2_c10_001314,1,6,14,21,17,36,21,35,92
train,122_2_c2_001290,0,2,15,4,34,34,43,74,10
train,122_2_c2_001291,2,6,18,27,15,27,7,23,77
train,122_2_c2_001315,0,2,15,4,33,48,37,74,31
train,122_2_c2_001316,1,7,1,13,17,33,9,28,76
train,122_2_c2_001317,1,6,13,13,17,33,9,50,37
train,122_2_c2_001318,3,4,3,5,37,6,25,8,2
train,122_2_c2_001319,1,7,1,13,1,7,41,15,35
train,122_2_c2_001320,1,6,18,27,15,44,28,73,77
train,122_2_c2_001321,1,4,3,29,18,28,40,29,45
train,122_2_c2_001322,0,5,0,4,34,48,52,69,86
train,122_2_c2_001323,3,4,3,29,18,6,15,8,2
train,122_2_c2_001324,0,5,0,9,23,43,6,64,72
train,122_2_c2_001325,0,2,15,4,29,48,31,33,0
train,122_2_c2_001326,4,1,7,11,11,40,45,20,15
train,122_2_c2_001327,1,7,1,13,1,10,1,48,39
train,122_2_c2_001328,0,2,15,4,29,48,31,33,0
train,122_2_c2_001329,4,1,10,4,34,37,44,5,70
train,122_2_c2_001330,1,9,1,23,1,10,14,10,3
train,122_2_c8_001292,3,8,16,12,31,20,36,16,41
train,122_2_c8_001331,3,4,11,3,22,6,11,38,82
train,122_2_c8_001332,3,4,11,3,0,21,32,34,55
train,122_2_c8_001333,2,5,0,28,14,13,10,30,20
train,122_2_c8_001334,4,5,17,16,26,13,10,32,50
train,122_2_c8_001335,4,1,7,11,11,4,45,20,12
train,122_2_c8_001336,3,0,4,0,5,19,34,41,8
train,122_2_c8_001337,2,0,17,24,38,42,19,57,80
train,122_2_c8_001338,2,5,5,9,25,43,55,37,72
train,122_2_c8_001339,1,4,13,7,18,35,28,6,98
train,122_2_c8_001340,1,7,9,13,13,16,1,78,16
train,122_2_c8_001341,0,2,2,20,29,14,51,66,47
train,122_2_c8_001342,3,8,11,3,22,21,11,38,82
train,122_2_c8_001343,3,8,11,3,22,21,11,38,82
train,122_2_c8_001344,1,9,1,23,1,10,14,48,3
train,122_2_c8_001345,2,0,19,8,27,22,20,69,73
train,122_2_c8_001346,3,4,11,3,22,6,11,38,82
train,122_2_c8_001347,4,1,7,6,6,4,17,18,62
train,122_2_c8_001348,2,0,19,8,8,39,16,11,9
train,122_2_c8_001349,4,1,10,26,21,38,2,40,58
train,122_2_c8_001350,2,5,17,16,26,9,4,68,74
train,122_2_c8_001351,2,5,0,9,23,27,6,37,86
train,122_2_c8_001352,3,8,16,12,31,41,36,16,41
train,123_1_c2_000731,3,4,2,29,18,17,40,6,65
train,123_1_c2_000732,2,5,5,9,23,49,6,65,49
train,123_1_c2_000733,3,4,2,20,19,14,49,66,64
train,123_1_c2_000734,3,4,2,20,16,35,24,1,33
train,123_1_c2_000735,1,4,13,7,18,5,40,6,75
train,123_1_c2_000736,3,4,11,3,22,21,11,38,27
train,123_1_c2_000737,1,6,13,7,24,2,8,44,98
train,123_1_c2_000738,0,2,8,4,29,34,54,24,28
train,123_1_c2_000739,0,7,9,21,20,16,33,47,22
train,123_1_c2_000740,0,2,14,6,6,32,17,36,83
train,123_1_c2_000741,1,6,13,7,24,2,28,13,98
train,123_1_c2_000742,0,6,18,27,29,34,55,2,28
train,123_1_c2_000743,1,4,2,20,10,25,22,51,64
train,123_1_c2_000744,0,2,15,14,29,34,54,24,28
train,123_1_c2_000745,0,4,2,20,10,25,49,51,64
train,123_1_c2_000746,0,6,18,27,15,12,7,23,43
train,123_1_c2_000747,4,1,7,11,11,40,45,20,15
train,123_1_c2_000748,4,1,7,11,11,40,45,20,15
train,123_1_c2_000749,0,2,18,14,29,34,28,24,28
train,123_1_c2_000750,1,6,18,27,15,44,9,73,5
train,123_2_c2_000751,4,7,9,22,13,16,33,21,70
train,123_2_c2_000752,2,0,19,0,8,39,20,72,81
train,123_2_c2_000753,0,7,6,22,20,16,56,47,22
train,123_2_c2_000754,0,6,18,27,15,34,28,23,10
train,123_2_c2_000755,3,8,11,3,22,21,11,38,82
train,123_2_c2_000756,3,4,2,3,22,8,15,26,40
train,123_2_c2_000757,4,1,10,26,21,38,46,40,95
train,123_2_c2_000758,4,9,8,2,30,26,29,19,52
train,123_2_c2_000759,4,5,0,28,14,43,10,64,34
train,123_2_c2_000760,1,6,13,23,9,33,39,10,76
train,123_2_c2_000761,0,2,8,20,29,25,22,51,64
train,123_2_c2_000762,0,2,15,4,34,37,43,76,70
train,123_2_c2_000763,4,7,9,6,6,4,17,18,62
train,123_2_c2_000764,2,5,0,9,23,49,10,0,20
train,123_2_c2_000765,1,6,13,7,24,5,40,29,75
train,123_2_c2_000766,2,3,4,0,5,29,13,22,94
train,117_3_c12_013155,1,7,6,13,17,36,21,50,63
train,117_3_c1_013133,1,6,13,10,9,25,22,51,76
train,117_3_c1_013134,4,1,7,11,11,40,3,25,15
train,117_3_c1_013135,1,6,1,13,17,33,9,28,39
train,117_3_c1_013156,1,6,1,10,9,33,9,28,76
train,117_3_c1_013157,1,4,3,29,18,28,25,4,45
train,117_3_c1_013158,2,5,18,27,15,27,7,23,43
train,117_3_c1_013159,1,7,1,13,28,7,42,15,35
train,117_3_c1_013160,1,7,6,13,17,36,21,78,22
train,117_3_c1_013161,1,9,1,23,1,10,14,10,3
train,117_3_c1_013162,1,4,3,29,18,5,40,6,75
train,117_3_c1_013163,1,7,1,23,1,10,14,10,39
train,117_3_c1_013164,1,6,1,13,17,36,21,10,39
train,117_3_c1_013165,1,6,13,13,17,2,9,13,39
train,117_3_c1_013166,1,6,13,23,24,2,9,10,39
train,117_3_c1_013167,1,6,13,7,24,44,8,44,30
train,117_3_c1_013168,1,6,13,10,9,33,9,28,76
train,117_3_c1_013169,1,9,1,19,4,1,35,70,91
train,117_3_c1_013170,0,5,5,17,28,43,42,37,72
train,117_3_c1_013171,1,9,3,5,37,28,25,4,45
train,117_3_c1_013172,0,2,8,4,29,34,54,24,28
train,117_3_c1_013173,2,5,0,8,27,27,52,69,86
train,117_3_c1_013174,1,9,1,23,1,10,14,10,3
train,117_3_c1_013175,1,6,1,13,17,36,39,78,39
train,117_3_c1_013176,0,5,18,27,25,27,55,69,43
train,117_3_c1_013177,0,7,9,22,28,16,42,47,22
train,117_3_c1_013178,1,4,2,7,10,5,28,6,98
train,117_3_c1_013179,0,5,5,9,23,49,6,65,72
train,117_3_c1_013180,0,2,15,4,34,48,43,74,67
train,117_3_c1_013181,1,9,1,19,1,10,14,48,91
train,117_3_c1_013182,0,2,18,27,29,34,7,12,28
train,117_3_c1_013183,1,9,1,10,9,33,41,28,76
train,117_3_c1_013184,1,6,14,17,2,12,8,79,1
train,117_3_c1_013185,1,9,1,19,9,10,41,70,24
train,117_3_c1_013186,4,9,7,19,4,24,35,70,88
train,117_3_c5_013187,3,3,16,15,35,41,34,42,18
train,117_3_c5_013188,1,6,13,13,24,2,14,13,39
train,117_3_c5_013189,1,6,18,27,15,44,7,60,43
train,117_3_c5_013190,1,6,13,7,24,2,38,13,39
train,117_3_c7_013191,2,0,17,16,26,9,57,72,80
train,117_3_c7_013192,4,1,0,28,26,13,2,56,17
train,117_3_c7_013193,4,1,7,11,11,40,45,20,31
train,117_3_c7_013194,4,1,10,26,14,3,48,61,34
train,117_3_c7_013195,2,0,19,0,8,39,20,72,23
train,117_3_c7_013196,2,3,4,0,8,29,20,65,23
train,117_3_c7_013197,3,0,19,1,19,39,18,11,40
train,117_3_c7_013198,3,4,2,18,19,8,18,26,40
train,117_3_c7_013199,1,9,8,2,30,46,44,3,68
train,117_3_c7_013200,1,4,3,7,12,5,4,29,75
train,117_4_c5_013201,0,5,5,17,28,43,42,64,72
train,117_4_c5_013202,0,2,9,14,29,34,55,2,28
train,117_4_c5_013203,1,9,8,2,12,46,14,73,36
train,117_4_c5_013204,0,2,15,1,32,18,59,75,19
train,117_4_c5_013205,0,6,6,21,29,2,28,13,68
train,117_4_c5_013206,1,6,13,23,24,5,39,10,75
train,117_4_c5_013207,2,5,5,17,2,49,47,68,87
train,117_4_c5_013208,0,6,6,7,10,2,28,13,98
train,117_4_c5_013209,1,4,13,7,24,5,40,6,30
train,117_4_c5_013210,1,4,3,29,18,17,19,57,65
train,117_4_c5_013211,0,2,15,14,33,11,31,53,90
train,117_4_c5_013212,0,2,15,25,7,47,50,31,26
train,117_4_c5_013213,0,2,15,25,7,47,50,31,26
train,117_4_c5_013214,1,9,1,10,1,7,9,28,35
train,117_4_c5_013215,1,9,1,23,1,10,39,10,3
train,117_4_c5_013216,1,9,1,24,38,42,19,57,11
train,117_5_c1_013217,0,2,6,14,33,34,31,53,38
train,117_5_c1_013218,1,6,6,7,3,2,38,13,98
train,117_5_c1_013219,1,6,6,10,3,33,9,55,5
train,117_5_c1_013220,1,6,6,21,3,23,21,55,92
train,117_5_c1_013221,1,6,6,10,24,2,38,13,68
train,117_5_c1_013222,0,6,6,21,3,12,55,35,37
train,117_5_c1_013223,1,6,13,7,24,2,38,13,98
train,117_5_c1_013224,1,6,6,10,3,33,56,55,5
train,117_5_c1_013225,0,6,6,21,3,23,56,55,5
train,117_6_c5_013226,2,3,4,0,5,29,13,22,47
train,117_6_c5_013227,0,7,6,21,3,23,12,46,78
train,117_6_c5_013228,1,4,13,7,18,5,40,6,75
train,117_6_c5_013229,0,3,2,15,36,15,5,9,47
train,117_6_c5_013230,3,3,2,15,36,15,5,9,47
train,122_1_c10_001217,2,0,0,9,23,49,20,68,74
train,122_1_c10_001218,2,5,5,17,2,12,47,37,87
train,122_1_c10_001219,4,1,10,26,21,3,2,71,4
train,122_1_c10_001220,4,1,10,11,11,40,45,71,15
train,122_1_c10_001221,1,6,18,7,2,12,8,44,25
train,122_1_c10_001222,1,7,1,13,17,36,1,78,16
train,122_1_c10_001223,0,2,6,14,33,25,37,53,38
train,122_1_c10_001224,1,9,14,5,10,25,22,51,84
train,122_1_c10_001225,1,6,13,10,9,2,38,55,68
train,122_1_c10_001226,1,9,1,10,9,33,41,28,24
train,122_1_c10_001227,4,1,0,28,14,3,48,30,58
train,122_1_c10_001228,4,5,8,22,14,43,42,64,34
train,122_1_c10_001229,4,5,8,2,34,43,42,64,70
train,122_1_c10_001230,2,0,4,0,5,29,13,22,94
train,122_1_c10_001231,3,2,2,14,10,8,49,51,64
train,122_1_c10_001232,2,5,5,9,23,49,6,65,23
train,122_1_c10_001233,3,3,14,18,39,45,58,63,69
train,122_1_c10_001234,3,8,11,3,22,21,11,38,82
train,122_1_c10_001235,2,5,18,27,15,27,7,23,43
train,122_1_c10_001236,0,2,8,2,29,14,51,19,36
train,122_1_c10_001237,4,1,7,11,4,24,3,25,24
train,122_1_c10_001238,4,7,7,6,6,4,17,18,62
train,122_1_c10_001239,3,3,2,18,5,0,26,36,83
train,122_1_c10_001240,1,6,13,7,17,2,8,50,98
train,122_1_c10_001241,4,1,8,2,30,3,29,61,24
train,122_1_c10_001284,4,7,8,2,30,37,44,5,85
train,122_1_c10_001285,0,7,9,4,13,16,37,21,22
train,122_1_c2_001242,2,5,5,17,2,0,47,68,14
train,122_1_c2_001243,4,9,7,19,4,24,35,70,88
train,122_1_c2_001244,1,7,1,13,17,7,9,15,35
train,122_1_c2_001245,1,7,1,22,25,7,30,60,35
train,122_1_c2_001246,0,7,8,22,30,7,56,60,35
train,122_1_c2_001247,4,5,0,4,34,37,52,69,86
train,122_1_c2_001248,0,2,8,4,29,48,54,74,97
train,122_1_c2_001249,1,7,8,22,28,26,42,15,63
train,122_1_c2_001250,4,1,7,11,11,40,44,5,31
train,122_1_c2_001251,0,2,15,4,34,37,43,76,32
train,122_1_c2_001252,0,2,15,14,33,11,31,53,38
train,122_1_c2_001253,4,1,7,11,11,4,3,20,12
train,122_1_c2_001254,0,2,2,14,10,25,22,51,64
train,122_1_c2_001255,1,6,13,7,24,44,8,44,30
train,122_1_c2_001256,0,2,2,20,29,14,49,66,64
train,122_1_c2_001257,4,7,7,6,6,4,17,18,62
train,122_1_c2_001258,0,6,18,27,15,27,7,23,10
train,122_1_c2_001259,1,6,14,13,17,36,21,78,92
train,122_1_c2_001286,1,6,1,13,17,33,9,28,76
train,122_1_c8_001260,3,4,3,5,37,28,25,77,2
train,128_3_c12_010517,1,9,13,10,9,33,39,4,99
train,132_2_c9_010197,4,9,7,6,6,4,35,67,12
train,132_2_c9_010198,2,0,17,16,5,9,57,41,80
train,132_2_c9_010199,2,5,5,17,2,12,47,37,1
train,132_2_c9_010200,3,0,11,24,22,21,32,38,55
train,132_2_c9_010201,4,7,9,4,34,37,33,76,70
train,132_2_c9_010202,4,1,10,28,26,13,2,32,50
train,132_2_c9_010203,2,5,5,9,23,49,6,65,43
train,132_2_c9_010204,3,3,2,15,5,35,13,22,94
train,132_2_c9_010205,4,1,10,26,21,38,46,40,95
train,132_2_c9_010206,1,9,3,5,37,28,25,49,88
train,132_2_c9_010207,3,8,16,12,31,20,36,16,13
train,132_2_c9_010208,3,4,2,20,16,14,24,66,33
train,132_2_c9_010209,2,9,8,8,27,31,29,11,73
train,132_2_c9_010210,4,1,10,26,21,3,2,61,58
train,132_3_c4_010211,3,3,16,12,35,45,36,42,41
train,132_3_c4_010212,1,9,1,10,9,33,41,28,76
train,132_3_c4_010213,4,5,0,28,14,43,10,32,20
train,132_3_c4_010214,1,9,14,23,1,32,39,78,53
train,132_3_c4_010215,1,4,13,7,18,35,40,6,46
train,132_3_c6_010216,1,9,1,23,37,10,14,70,91
train,132_3_c6_010217,1,7,1,13,17,36,9,28,39
train,132_3_c6_010218,1,9,1,10,9,33,41,28,76
train,132_3_c6_010219,0,5,0,9,34,27,52,69,86
train,132_3_c9_010220,1,9,1,10,9,33,41,28,76
train,132_3_c9_010221,2,5,5,8,25,31,52,69,73
train,132_3_c9_010222,0,5,5,17,28,43,42,64,63
train,132_3_c9_010223,1,9,8,2,30,26,29,19,36
train,132_3_c9_010224,4,7,8,22,30,26,29,21,52
train,132_3_c9_010225,4,0,8,2,12,46,48,3,97
train,132_3_c9_010226,4,5,8,27,25,27,19,69,34
train,132_3_c9_010227,1,9,8,2,30,31,29,19,79
train,132_3_c9_010228,4,7,9,22,13,26,30,21,7
train,132_3_c9_010229,1,7,14,13,17,36,21,78,92
train,132_3_c9_010230,1,4,3,5,37,44,40,44,99
train,132_3_c9_010231,0,5,18,27,25,31,55,2,43
train,132_3_c9_010232,3,4,3,20,12,6,0,49,55
train,132_4_c4_010234,2,5,5,9,23,49,6,65,72
train,132_4_c4_010235,0,6,6,7,10,2,28,13,98
