Category,Image,R_LA_5,R_LAC_5,R_A_5,N_LA_5,N_LAC_5,N_A_5,R_LA_10,R_LAC_10,R_A_10,N_LA_10,N_LAC_10,N_A_10,R_LA_15,R_LAC_15,R_A_15,N_LA_15,N_LAC_15,N_A_15,R_LA_20,R_LAC_20,R_A_20,N_LA_20,N_LAC_20,N_A_20,R_LA_25,R_LAC_25,R_A_25,N_LA_25,N_LAC_25,N_A_25,R_LA_30,R_LAC_30,R_A_30,N_LA_30,N_LAC_30,N_A_30,R_LA_35,R_LAC_35,R_A_35,N_LA_35,N_LAC_35,N_A_35,R_LA_40,R_LAC_40,R_A_40,N_LA_40,N_LAC_40,N_A_40
train,122_2_c8_001349,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,28.0,16.0,31.0,13.0,20.0,6.0
train,122_2_c8_001350,3.0,1.0,2.0,2.0,2.0,2.0,10.0,6.0,4.0,10.0,10.0,10.0,10.0,11.0,6.0,10.0,4.0,9.0,9.0,6.0,1.0,14.0,14.0,15.0,3.0,1.0,20.0,16.0,14.0,21.0,3.0,13.0,3.0,19.0,6.0,30.0,4.0,3.0,29.0,29.0,19.0,30.0,38.0,9.0,35.0,1.0,36.0,12.0
train,122_2_c8_001351,3.0,5.0,2.0,5.0,5.0,1.0,10.0,6.0,7.0,7.0,8.0,8.0,6.0,11.0,7.0,3.0,7.0,7.0,11.0,6.0,7.0,4.0,6.0,14.0,3.0,1.0,20.0,9.0,17.0,6.0,3.0,13.0,7.0,29.0,20.0,5.0,4.0,3.0,29.0,10.0,7.0,15.0,38.0,9.0,35.0,7.0,8.0,9.0
train,123_1_c2_000731,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,23.0,7.0,23.0,16.0,8.0,17.0,4.0,32.0,8.0,32.0,40.0,6.0,31.0,25.0
train,123_1_c2_000732,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,2.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,123_1_c2_000733,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,9.0,15.0,9.0,15.0,11.0,1.0,5.0,16.0,13.0,13.0,12.0,13.0,14.0,22.0,16.0,21.0,19.0,9.0,14.0,1.0,6.0,10.0,17.0,9.0,17.0,33.0,5.0,5.0,29.0,12.0,12.0,24.0,39.0,23.0,35.0,23.0
train,123_1_c2_000734,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,123_1_c2_000735,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,23.0,7.0,23.0,16.0,8.0,17.0,4.0,32.0,8.0,32.0,40.0,6.0,31.0,25.0
train,123_1_c2_000736,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,2.0,3.0,2.0,4.0,5.0,5.0,1.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,23.0,7.0,23.0,16.0,8.0,17.0,4.0,32.0,8.0,32.0,40.0,6.0,31.0,25.0
train,123_1_c2_000737,3.0,1.0,2.0,3.0,4.0,5.0,4.0,8.0,8.0,8.0,3.0,6.0,12.0,4.0,14.0,5.0,13.0,5.0,4.0,5.0,5.0,14.0,14.0,1.0,10.0,15.0,7.0,16.0,14.0,21.0,10.0,7.0,10.0,19.0,25.0,30.0,23.0,16.0,8.0,29.0,19.0,30.0,8.0,32.0,40.0,20.0,36.0,12.0
train,123_1_c2_000738,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,9.0,6.0,10.0,15.0,7.0,6.0,2.0,4.0,10.0,7.0,10.0,15.0,9.0,7.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
train,123_1_c2_000739,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,123_1_c2_000740,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,3.0,1.0,12.0,20.0,30.0,32.0,3.0,2.0,33.0,2.0,3.0,13.0,9.0,3.0,1.0,8.0
train,123_1_c2_000741,5.0,5.0,3.0,5.0,5.0,1.0,9.0,2.0,9.0,7.0,8.0,8.0,8.0,9.0,1.0,3.0,7.0,7.0,12.0,11.0,9.0,4.0,6.0,14.0,13.0,14.0,15.0,9.0,17.0,6.0,26.0,26.0,17.0,29.0,20.0,5.0,16.0,19.0,12.0,10.0,7.0,15.0,35.0,1.0,1.0,7.0,8.0,9.0
train,123_1_c2_000742,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,14.0,3.0,16.0,20.0,7.0,5.0,15.0,25.0,2.0,11.0,1.0,23.0,24.0,27.0,12.0,23.0,10.0,12.0,22.0,20.0,21.0,31.0,28.0,4.0,1.0,21.0,8.0,34.0,9.0,6.0
train,123_1_c2_000743,3.0,1.0,2.0,3.0,4.0,5.0,8.0,5.0,4.0,8.0,3.0,6.0,10.0,12.0,6.0,14.0,2.0,15.0,9.0,1.0,1.0,9.0,3.0,2.0,1.0,4.0,4.0,10.0,8.0,2.0,1.0,14.0,18.0,14.0,2.0,2.0,26.0,17.0,22.0,8.0,32.0,23.0,14.0,7.0,17.0,2.0,3.0,17.0
train,123_1_c2_000744,3.0,1.0,2.0,3.0,4.0,5.0,8.0,5.0,4.0,8.0,3.0,6.0,10.0,12.0,6.0,14.0,2.0,15.0,9.0,1.0,1.0,9.0,3.0,2.0,1.0,4.0,4.0,10.0,8.0,2.0,1.0,14.0,18.0,14.0,2.0,2.0,26.0,17.0,22.0,8.0,32.0,23.0,14.0,7.0,17.0,2.0,3.0,17.0
train,123_1_c2_000745,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,30.0,8.0,14.0,2.0,2.0,10.0,11.0,10.0,28.0,12.0,23.0,9.0,6.0,26.0,2.0,3.0,17.0
train,123_1_c2_000746,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,8.0,3.0,15.0,2.0,7.0,6.0,24.0,10.0,3.0,4.0,14.0,28.0,9.0,4.0,2.0,24.0,1.0,32.0,2.0,13.0,21.0,27.0,26.0,2.0,30.0,36.0,4.0,2.0,20.0
train,123_1_c2_000747,3.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,2.0,7.0,8.0,8.0,1.0,8.0,11.0,3.0,7.0,7.0,7.0,9.0,12.0,4.0,6.0,14.0,19.0,5.0,1.0,15.0,15.0,6.0,19.0,20.0,15.0,20.0,7.0,14.0,31.0,8.0,9.0,18.0,26.0,9.0,18.0,15.0,32.0,7.0,8.0,11.0
train,123_1_c2_000748,5.0,5.0,3.0,5.0,5.0,1.0,9.0,2.0,9.0,7.0,8.0,8.0,8.0,9.0,1.0,3.0,7.0,7.0,12.0,11.0,9.0,4.0,6.0,14.0,13.0,14.0,15.0,9.0,17.0,6.0,26.0,26.0,17.0,29.0,20.0,5.0,16.0,19.0,12.0,10.0,7.0,15.0,35.0,25.0,1.0,7.0,8.0,9.0
train,123_1_c2_000749,5.0,5.0,3.0,5.0,5.0,1.0,9.0,2.0,9.0,10.0,10.0,10.0,8.0,9.0,1.0,10.0,4.0,9.0,12.0,11.0,9.0,12.0,19.0,15.0,13.0,14.0,15.0,17.0,9.0,12.0,26.0,26.0,17.0,13.0,6.0,11.0,16.0,19.0,12.0,19.0,23.0,6.0,35.0,25.0,1.0,22.0,26.0,37.0
train,123_1_c2_000750,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,17.0,3.0,14.0,12.0,1.0,22.0,17.0,22.0,21.0,4.0,13.0,26.0,29.0,7.0,26.0,9.0,8.0,24.0,28.0,38.0,10.0,9.0,18.0,31.0
train,123_2_c2_000751,4.0,3.0,1.0,5.0,5.0,1.0,9.0,4.0,9.0,7.0,8.0,8.0,8.0,15.0,1.0,3.0,7.0,7.0,12.0,18.0,9.0,10.0,16.0,3.0,13.0,10.0,22.0,15.0,7.0,20.0,27.0,15.0,27.0,6.0,19.0,22.0,16.0,13.0,12.0,24.0,26.0,9.0,13.0,23.0,1.0,15.0,21.0,11.0
train,123_2_c2_000752,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,123_2_c2_000753,1.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,1.0,2.0,9.0,1.0,15.0,7.0,8.0,9.0,10.0,8.0,20.0,8.0,3.0,15.0,2.0,16.0,21.0,24.0,10.0,3.0,4.0,14.0,28.0,9.0,23.0,2.0,24.0,1.0,32.0,2.0,33.0,21.0,27.0,26.0,2.0,30.0,30.0,4.0,2.0,20.0
train,123_2_c2_000754,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,123_2_c2_000755,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,16.0,8.0,14.0,2.0,2.0,10.0,34.0,10.0,28.0,12.0,23.0,9.0,35.0,26.0,2.0,3.0,17.0
train,123_2_c2_000756,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,20.0,16.0,8.0,14.0,2.0,2.0,10.0,34.0,10.0,28.0,12.0,23.0,9.0,35.0,26.0,2.0,3.0,17.0
train,123_2_c2_000757,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,9.0,15.0,9.0,15.0,11.0,1.0,5.0,16.0,13.0,13.0,12.0,13.0,14.0,22.0,16.0,21.0,19.0,9.0,14.0,1.0,6.0,10.0,17.0,9.0,17.0,33.0,5.0,5.0,29.0,12.0,12.0,24.0,39.0,23.0,35.0,23.0
train,123_2_c2_000758,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,9.0,2.0,4.0,3.0,15.0,5.0,8.0,3.0,2.0,10.0,18.0,10.0,19.0,9.0,6.0,5.0,10.0,9.0,6.0,2.0,4.0,5.0,15.0,14.0,15.0,9.0,7.0,2.0,13.0,27.0,26.0,25.0,3.0,40.0,10.0,7.0,11.0,28.0,38.0
train,123_2_c2_000759,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,8.0,8.0,4.0,6.0,5.0,23.0,1.0,34.0,5.0,21.0,22.0,3.0,33.0,32.0,4.0
train,123_2_c2_000760,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,123_2_c2_000761,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,29.0,30.0,8.0,14.0,2.0,2.0,10.0,11.0,14.0,8.0,32.0,23.0,9.0,6.0,2.0,2.0,3.0,17.0
train,123_2_c2_000762,1.0,4.0,5.0,3.0,4.0,5.0,2.0,10.0,10.0,8.0,3.0,6.0,2.0,3.0,15.0,14.0,2.0,15.0,15.0,19.0,11.0,9.0,3.0,2.0,20.0,9.0,24.0,10.0,8.0,2.0,29.0,24.0,8.0,14.0,2.0,2.0,10.0,11.0,14.0,8.0,32.0,23.0,9.0,6.0,2.0,2.0,3.0,17.0
train,123_2_c2_000763,1.0,4.0,5.0,3.0,4.0,5.0,9.0,1.0,9.0,10.0,10.0,10.0,8.0,7.0,1.0,10.0,4.0,9.0,12.0,17.0,9.0,12.0,19.0,15.0,13.0,2.0,15.0,17.0,9.0,12.0,27.0,21.0,27.0,13.0,6.0,11.0,16.0,5.0,12.0,22.0,23.0,6.0,13.0,22.0,1.0,10.0,26.0,16.0
train,123_2_c2_000764,5.0,5.0,3.0,3.0,4.0,5.0,1.0,6.0,7.0,8.0,3.0,6.0,7.0,5.0,10.0,5.0,9.0,5.0,6.0,2.0,4.0,2.0,13.0,5.0,8.0,17.0,13.0,8.0,1.0,8.0,8.0,25.0,24.0,30.0,16.0,16.0,21.0,18.0,6.0,16.0,2.0,11.0,11.0,34.0,18.0,32.0,13.0,29.0
train,123_2_c2_000765,2.0,2.0,4.0,3.0,4.0,5.0,5.0,7.0,5.0,8.0,3.0,6.0,15.0,14.0,8.0,14.0,2.0,15.0,8.0,12.0,14.0,9.0,3.0,2.0,12.0,18.0,12.0,10.0,8.0,2.0,12.0,18.0,30.0,14.0,2.0,2.0,18.0,22.0,11.0,28.0,12.0,11.0,26.0,28.0,38.0,2.0,3.0,17.0
train,123_2_c2_000766,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,11.0,13.0,3.0,4.0,9.0,10.0,14.0,3.0,16.0,20.0,7.0,5.0,24.0,25.0,2.0,11.0,1.0,23.0,24.0,27.0,12.0,23.0,10.0,12.0,22.0,20.0,21.0,31.0,28.0,1.0,39.0,21.0,24.0,34.0,9.0,34.0
train,117_3_c12_013155,2.0,2.0,4.0,2.0,2.0,2.0,6.0,7.0,6.0,4.0,5.0,3.0,4.0,13.0,3.0,1.0,1.0,14.0,17.0,3.0,6.0,11.0,11.0,8.0,15.0,25.0,14.0,19.0,3.0,10.0,15.0,27.0,11.0,3.0,30.0,8.0,29.0,12.0,28.0,32.0,13.0,29.0,1.0,16.0,8.0,40.0,5.0,2.0
train,117_3_c1_013133,3.0,1.0,2.0,3.0,4.0,5.0,8.0,5.0,4.0,8.0,3.0,6.0,10.0,12.0,6.0,14.0,2.0,15.0,9.0,1.0,1.0,9.0,3.0,2.0,1.0,4.0,4.0,10.0,8.0,2.0,1.0,14.0,18.0,14.0,2.0,2.0,26.0,17.0,22.0,8.0,32.0,23.0,14.0,7.0,17.0,2.0,3.0,17.0
train,117_3_c1_013134,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013135,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,117_3_c1_013156,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013157,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,117_3_c1_013158,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,11.0,11.0,6.0,7.0,11.0,11.0,8.0,23.0,1.0,8.0,2.0,13.0,15.0,23.0,13.0,19.0,11.0,28.0,8.0,33.0,4.0,1.0,4.0,9.0,7.0,5.0,9.0,19.0,21.0,6.0,21.0
train,117_3_c1_013159,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,11.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,2.0,13.0,15.0,3.0,13.0,7.0,11.0,28.0,8.0,33.0,4.0,1.0,4.0,1.0,7.0,5.0,31.0,6.0,21.0,6.0,15.0
train,117_3_c1_013160,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,117_3_c1_013161,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013162,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,11.0,20.0,17.0,13.0,11.0,19.0,11.0,12.0,1.0,12.0,18.0,21.0,11.0,23.0,16.0,27.0,10.0,20.0,22.0,18.0,14.0,17.0,33.0,7.0
train,117_3_c1_013163,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,11.0,20.0,17.0,13.0,11.0,19.0,11.0,12.0,1.0,12.0,14.0,21.0,11.0,23.0,16.0,11.0,10.0,20.0,22.0,18.0,14.0,17.0,14.0,7.0
train,117_3_c1_013164,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013165,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,117_3_c1_013166,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013167,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,117_3_c1_013168,2.0,2.0,4.0,2.0,2.0,2.0,6.0,7.0,6.0,4.0,5.0,3.0,4.0,13.0,3.0,1.0,1.0,14.0,17.0,15.0,6.0,11.0,11.0,8.0,15.0,8.0,14.0,19.0,3.0,10.0,15.0,5.0,11.0,3.0,30.0,8.0,29.0,12.0,28.0,32.0,13.0,29.0,1.0,16.0,8.0,40.0,5.0,2.0
train,117_3_c1_013169,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,8.0,17.0,15.0,2.0,10.0,2.0,24.0,10.0,20.0,21.0,1.0,30.0,9.0,4.0,24.0,1.0,28.0,35.0,2.0,15.0,1.0,17.0,31.0,31.0,40.0,34.0,4.0,17.0,36.0
train,117_3_c1_013170,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,117_3_c1_013171,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,117_3_c1_013172,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,13.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,117_3_c1_013173,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,17.0,13.0,7.0,10.0,17.0,8.0,25.0,24.0,27.0,21.0,13.0,21.0,18.0,6.0,25.0,16.0,28.0,11.0,34.0,18.0,14.0,10.0,24.0
train,117_3_c1_013174,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,7.0,11.0,10.0,1.0,1.0,14.0,6.0,2.0,4.0,11.0,11.0,8.0,23.0,17.0,8.0,19.0,3.0,10.0,23.0,25.0,19.0,3.0,30.0,8.0,5.0,18.0,6.0,32.0,9.0,29.0,11.0,34.0,19.0,40.0,5.0,21.0
train,117_3_c1_013175,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,117_3_c1_013176,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,11.0,23.0,2.0,33.0,2.0,21.0,6.0,27.0,3.0,1.0,8.0
train,117_3_c1_013177,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,20.0,8.0,3.0,15.0,2.0,7.0,6.0,24.0,10.0,3.0,4.0,14.0,28.0,9.0,4.0,8.0,8.0,4.0,32.0,2.0,13.0,1.0,22.0,26.0,2.0,30.0,36.0,4.0,2.0,20.0
train,117_3_c1_013178,3.0,1.0,2.0,4.0,1.0,3.0,4.0,8.0,8.0,9.0,2.0,4.0,12.0,4.0,14.0,8.0,3.0,2.0,4.0,5.0,5.0,19.0,5.0,20.0,10.0,15.0,7.0,4.0,6.0,3.0,10.0,7.0,10.0,5.0,9.0,23.0,9.0,16.0,30.0,26.0,25.0,3.0,36.0,19.0,5.0,11.0,28.0,38.0
